GPU TFLOPS,Normalized Model,Model FLOPs,Latency (ms),Average Tensor Size (MB),Max Tensor Size (MB),Number of Parameters,Speed (steps/sec),Step Time (s),GPU (temp),Model (temp),GPU/Model,Model/GPU,Number of Tensors,Index File Size,Meta File Size,Weight File Size,Graph File Size,Event File Size
4.113,0.001480562734,663908170,0.3,,,737418,4.2016325,0.238002729,K80,shake16,,0.01732745746,210,21.03,3.91,5.64,7.35,14.08
4.113,0.001480562734,663908170,0.3,,,737418,4.337063789,0.230570738,K80,shake16,,0.01732745746,210,21.03,3.91,5.64,7.35,14.08
4.113,0.001480562734,663908170,0.3,,,737418,4.34094286,0.2303647,K80,shake16,,0.01732745746,210,21.03,3.91,5.64,7.35,14.08
4.113,0.001480562734,663908170,0.3,,,737418,4.334887028,0.230686519,K80,shake16,,0.01732745746,210,21.03,3.91,5.64,7.35,14.08
4.113,0.001480562734,663908170,0.3,,,737418,4.356991768,0.229516155,K80,shake16,,0.01732745746,210,21.03,3.91,5.64,7.35,14.08
4.113,0.001480562734,663908170,0.3,,,737418,4.348404884,0.229969386,K80,shake16,,0.01732745746,210,21.03,3.91,5.64,7.35,14.08
4.113,0.001480562734,663908170,0.3,,,737418,4.06568718,0.245960881,K80,shake16,,0.01732745746,210,21.03,3.91,5.64,7.35,14.08
4.113,0.001480562734,663908170,0.3,,,737418,4.340705872,0.230377277,K80,shake16,,0.01732745746,210,21.03,3.91,5.64,7.35,14.08
4.113,0.001480562734,663908170,0.3,,,737418,4.354028702,0.229672349,K80,shake16,,0.01732745746,210,21.03,3.91,5.64,7.35,14.08
4.113,0.001480562734,663908170,0.3,,,737418,4.333805561,0.230744085,K80,shake16,,0.01732745746,210,21.03,3.91,5.64,7.35,14.08
4.113,0.2310560943,5768251646,0.3,,,6568282,1.642912149,0.608675273,K80,shake48,,0.2432595354,216,22.13,4.01,50.16,7.54,14.44
4.113,0.2310560943,5768251646,0.3,,,6568282,1.63175106,0.612838578,K80,shake48,,0.2432595354,216,22.13,4.01,50.16,7.54,14.44
4.113,0.2310560943,5768251646,0.3,,,6568282,1.648057699,0.606774872,K80,shake48,,0.2432595354,216,22.13,4.01,50.16,7.54,14.44
4.113,0.2310560943,5768251646,0.3,,,6568282,1.632593036,0.61252252,K80,shake48,,0.2432595354,216,22.13,4.01,50.16,7.54,14.44
4.113,0.2310560943,5768251646,0.3,,,6568282,1.650557518,0.605855894,K80,shake48,,0.2432595354,216,22.13,4.01,50.16,7.54,14.44
4.113,0.2310560943,5768251646,0.3,,,6568282,1.62547648,0.615204226,K80,shake48,,0.2432595354,216,22.13,4.01,50.16,7.54,14.44
4.113,0.2310560943,5768251646,0.3,,,6568282,1.656746745,0.603592555,K80,shake48,,0.2432595354,216,22.13,4.01,50.16,7.54,14.44
4.113,0.2310560943,5768251646,0.3,,,6568282,1.626883864,0.614672026,K80,shake48,,0.2432595354,216,22.13,4.01,50.16,7.54,14.44
4.113,0.2310560943,5768251646,0.3,,,6568282,1.653073072,0.604933936,K80,shake48,,0.2432595354,216,22.13,4.01,50.16,7.54,14.44
4.113,0.2310560943,5768251646,0.3,,,6568282,1.634483933,0.611813906,K80,shake48,,0.2432595354,216,22.13,4.01,50.16,7.54,14.44
4.113,0.2310560943,5768251646,0.3,,,6568282,1.658328056,0.603016994,K80,shake48,,0.2432595354,216,22.13,4.01,50.16,7.54,14.44
4.113,0.2310560943,5768251646,0.3,,,6568282,1.631752253,0.61283813,K80,shake48,,0.2432595354,216,22.13,4.01,50.16,7.54,14.44
4.113,0.2310560943,5768251646,0.3,,,6568282,1.664426446,0.600807565,K80,shake48,,0.2432595354,216,22.13,4.01,50.16,7.54,14.44
4.113,0.6870591242,15906945758,0.3,,,18206970,0.821312308,1.217563636,K80,shake80,,0.6920256185,216,22.42,4.01,138.98,7.54,14.43
4.113,0.6870591242,15906945758,0.3,,,18206970,0.828626513,1.206816321,K80,shake80,,0.6920256185,216,22.42,4.01,138.98,7.54,14.43
4.113,0.6870591242,15906945758,0.3,,,18206970,0.830891609,1.203526416,K80,shake80,,0.6920256185,216,22.42,4.01,138.98,7.54,14.43
4.113,0.6870591242,15906945758,0.3,,,18206970,0.830009103,1.204806063,K80,shake80,,0.6920256185,216,22.42,4.01,138.98,7.54,14.43
4.113,0.6870591242,15906945758,0.3,,,18206970,0.829051673,1.206197433,K80,shake80,,0.6920256185,216,22.42,4.01,138.98,7.54,14.43
4.113,0.6870591242,15906945758,0.3,,,18206970,0.825652421,1.211163408,K80,shake80,,0.6920256185,216,22.42,4.01,138.98,7.54,14.43
4.113,0.6870591242,15906945758,0.3,,,18206970,0.827834129,1.207971458,K80,shake80,,0.6920256185,216,22.42,4.01,138.98,7.54,14.43
4.113,0.6870591242,15906945758,0.3,,,18206970,0.832086921,1.201797522,K80,shake80,,0.6920256185,216,22.42,4.01,138.98,7.54,14.43
4.113,0.6870591242,15906945758,0.3,,,18206970,0.831203997,1.203074099,K80,shake80,,0.6920256185,216,22.42,4.01,138.98,7.54,14.43
4.113,0.6870591242,15906945758,0.3,,,18206970,0.835648239,1.19667577,K80,shake80,,0.6920256185,216,22.42,4.01,138.98,7.54,14.43
4.113,0.6870591242,15906945758,0.3,,,18206970,0.83992064,1.190588673,K80,shake80,,0.6920256185,216,22.42,4.01,138.98,7.54,14.43
4.113,0.6870591242,15906945758,0.3,,,18206970,0.830042303,1.204757874,K80,shake80,,0.6920256185,216,22.42,4.01,138.98,7.54,14.43
4.113,0.6870591242,15906945758,0.3,,,18206970,0.833638549,1.19956065,K80,shake80,,0.6920256185,216,22.42,4.01,138.98,7.54,14.43
4.113,0.06163024382,2001265989,,,,2245690,3.938769341,0.253886408,K80,custom9,,0.07652253954,122,,,,,
4.113,0.06163024382,2001265989,,,,2245690,3.924725771,0.2547948719,K80,custom9,,0.07652253954,122,,,,,
4.113,0.06163024382,2001265989,,,,2245690,3.925529957,0.2547426745,K80,custom9,,0.07652253954,122,,,,,
4.113,0.06163024382,2001265989,,,,2245690,3.950988531,0.2531012156,K80,custom9,,0.07652253954,122,,,,,
4.113,0.06163024382,2001265989,,,,2245690,3.865763426,0.2586811167,K80,custom9,,0.07652253954,122,,,,,
4.113,0.06163024382,2001265989,,,,2245690,3.924858809,0.2547862353,K80,custom9,,0.07652253954,122,,,,,
4.113,0.06163024382,2001265989,,,,2245690,3.900285721,0.2563914727,K80,custom9,,0.07652253954,122,,,,,
4.113,0.06163024382,2001265989,,,,2245690,3.934248209,0.2541781674,K80,custom9,,0.07652253954,122,,,,,
4.113,0.06163024382,2001265989,,,,2245690,3.937927961,0.2539406535,K80,custom9,,0.07652253954,122,,,,,
4.113,0.06163024382,2001265989,,,,2245690,3.890485048,0.2570373585,K80,custom9,,0.07652253954,122,,,,,
4.113,0.06163024382,2001265989,,,,2245690,3.889960051,0.2570720488,K80,custom9,,0.07652253954,122,,,,,
4.113,0.06163024382,2001265989,,,,2245690,3.953612328,0.2529332461,K80,custom9,,0.07652253954,122,,,,,
4.113,0.06163024382,2001265989,,,,2245690,3.933962345,0.2541966375,K80,custom9,,0.07652253954,122,,,,,
4.113,0.1643279561,4284629525,,,,4776890,2.052850246,0.4871275934,K80,custom10,,0.1775903989,242,,,,,
4.113,0.1643279561,4284629525,,,,4776890,2.0127244,0.4968390108,K80,custom10,,0.1775903989,242,,,,,
4.113,0.1643279561,4284629525,,,,4776890,2.049955845,0.4878153851,K80,custom10,,0.1775903989,242,,,,,
4.113,0.1643279561,4284629525,,,,4776890,2.050991774,0.487568996,K80,custom10,,0.1775903989,242,,,,,
4.113,0.1643279561,4284629525,,,,4776890,2.028090477,0.493074649,K80,custom10,,0.1775903989,242,,,,,
4.113,0.1643279561,4284629525,,,,4776890,2.042215347,0.4896643253,K80,custom10,,0.1775903989,242,,,,,
4.113,0.1643279561,4284629525,,,,4776890,2.053529263,0.4869665205,K80,custom10,,0.1775903989,242,,,,,
4.113,0.1643279561,4284629525,,,,4776890,2.01492548,0.49629627,K80,custom10,,0.1775903989,242,,,,,
4.113,0.1643279561,4284629525,,,,4776890,2.04143405,0.4898517295,K80,custom10,,0.1775903989,242,,,,,
4.113,0.1643279561,4284629525,,,,4776890,2.043964863,0.4892452009,K80,custom10,,0.1775903989,242,,,,,
4.113,0.1643279561,4284629525,,,,4776890,2.024987936,0.4938301025,K80,custom10,,0.1775903989,242,,,,,
4.113,0.1643279561,4284629525,,,,4776890,2.030742645,0.4924306891,K80,custom10,,0.1775903989,242,,,,,
4.113,0.1643279561,4284629525,,,,4776890,2.041811466,0.4897611835,K80,custom10,,0.1775903989,242,,,,,
4.113,0.1188709238,3273945570,,,,3703818,2.116337538,0.472514418,K80,shake small 32d,,0.1328547875,264,,,,,
4.113,0.1188709238,3273945570,,,,3703818,2.0820086,0.4803054128,K80,shake small 32d,,0.1328547875,264,,,,,
4.113,0.1188709238,3273945570,,,,3703818,2.119655609,0.4717747523,K80,shake small 32d,,0.1328547875,264,,,,,
4.113,0.1188709238,3273945570,,,,3703818,2.125590086,0.4704575951,K80,shake small 32d,,0.1328547875,264,,,,,
4.113,0.1188709238,3273945570,,,,3703818,2.076814651,0.4815066186,K80,shake small 32d,,0.1328547875,264,,,,,
4.113,0.1188709238,3273945570,,,,3703818,2.101997852,0.4757378791,K80,shake small 32d,,0.1328547875,264,,,,,
4.113,0.1188709238,3273945570,,,,3703818,2.121504307,0.4713636436,K80,shake small 32d,,0.1328547875,264,,,,,
4.113,0.1188709238,3273945570,,,,3703818,2.096630573,0.4769557465,K80,shake small 32d,,0.1328547875,264,,,,,
4.113,0.1188709238,3273945570,,,,3703818,2.125941277,0.4703798787,K80,shake small 32d,,0.1328547875,264,,,,,
4.113,0.1188709238,3273945570,,,,3703818,2.114991188,0.4728152087,K80,shake small 32d,,0.1328547875,264,,,,,
4.113,0.1188709238,3273945570,,,,3703818,2.08899188,0.4786998023,K80,shake small 32d,,0.1328547875,264,,,,,
4.113,0.1188709238,3273945570,,,,3703818,2.097395658,0.4767817632,K80,shake small 32d,,0.1328547875,264,,,,,
4.113,0.1188709238,3273945570,,,,3703818,2.122634172,0.4711127396,K80,shake small 32d,,0.1328547875,264,,,,,
4.113,0.5541069324,12950909250,,,,14763562,1.012776732,0.9873844535,K80,shake mid 32d,,0.5611834301,264,,,,,
4.113,0.5541069324,12950909250,,,,14763562,1.00800848,0.9920551462,K80,shake mid 32d,,0.5611834301,264,,,,,
4.113,0.5541069324,12950909250,,,,14763562,1.012677073,0.9874816234,K80,shake mid 32d,,0.5611834301,264,,,,,
4.113,0.5541069324,12950909250,,,,14763562,1.018872499,0.9814770749,K80,shake mid 32d,,0.5611834301,264,,,,,
4.113,0.5541069324,12950909250,,,,14763562,1.010228992,0.9898745808,K80,shake mid 32d,,0.5611834301,264,,,,,
4.113,0.5541069324,12950909250,,,,14763562,1.014145613,0.9860516943,K80,shake mid 32d,,0.5611834301,264,,,,,
4.113,0.5541069324,12950909250,,,,14763562,1.010677218,0.9894355806,K80,shake mid 32d,,0.5611834301,264,,,,,
4.113,0.5541069324,12950909250,,,,14763562,1.009709001,0.9903843573,K80,shake mid 32d,,0.5611834301,264,,,,,
4.113,0.5541069324,12950909250,,,,14763562,1.008812666,0.9912643186,K80,shake mid 32d,,0.5611834301,264,,,,,
4.113,0.5541069324,12950909250,,,,14763562,1.015308499,0.9849223177,K80,shake mid 32d,,0.5611834301,264,,,,,
4.113,0.5541069324,12950909250,,,,14763562,1.009427071,0.9906609687,K80,shake mid 32d,,0.5611834301,264,,,,,
4.113,0.5541069324,12950909250,,,,14763562,1.01645875,0.9838077541,K80,shake mid 32d,,0.5611834301,264,,,,,
4.113,0.5541069324,12950909250,,,,14763562,0.998401046,1.001601515,K80,shake mid 32d,,0.5611834301,264,,,,,
9.526,0,630989589,0.3,0.052934113,0.5625,693818,24.94680786,0.040085289,P100,Res15,,0,50,5.42,0.97,5.3,1.96,3.4
9.526,0,630989589,0.3,0.052934113,0.5625,693818,24.78038979,0.04035449,P100,Res15,,0,50,5.42,0.97,5.3,1.96,3.4
9.526,0,630989589,0.3,0.052934113,0.5625,693818,24.56657219,0.04070572,P100,Res15,,0,50,5.42,0.97,5.3,1.96,3.4
9.526,0,630989589,0.3,0.052934113,0.5625,693818,24.69081497,0.040500891,P100,Res15,,0,50,5.42,0.97,5.3,1.96,3.4
9.526,0,630989589,0.3,0.052934113,0.5625,693818,24.58264923,0.040679098,P100,Res15,,0,50,5.42,0.97,5.3,1.96,3.4
9.526,0,630989589,0.3,0.052934113,0.5625,693818,24.86561966,0.040216171,P100,Res15,,0,50,5.42,0.97,5.3,1.96,3.4
9.526,0,630989589,0.3,0.052934113,0.5625,693818,24.72988129,0.040436911,P100,Res15,,0,50,5.42,0.97,5.3,1.96,3.4
9.526,0,630989589,0.3,0.052934113,0.5625,693818,24.80110741,0.04032078,P100,Res15,,0,50,5.42,0.97,5.3,1.96,3.4
9.526,0,630989589,0.3,0.052934113,0.5625,693818,24.77297401,0.04036657,P100,Res15,,0,50,5.42,0.97,5.3,1.96,3.4
9.526,0,630989589,0.3,0.052934113,0.5625,693818,24.70463181,0.040478239,P100,Res15,,0,50,5.42,0.97,5.3,1.96,3.4
9.526,0,630989589,0.3,0.052934113,0.5625,693818,24.29464722,0.04116133,P100,Res15,,0,50,5.42,0.97,5.3,1.96,3.4
9.526,0,630989589,0.3,0.052934113,0.5625,693818,23.58196259,0.042405292,P100,Res15,,0,50,5.42,0.97,5.3,1.96,3.4
9.526,0,630989589,0.3,0.052934113,0.5625,693818,24.73826981,0.040423199,P100,Res15,,0,50,5.42,0.97,5.3,1.96,3.4
9.526,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,11.57896805,0.086363482,P100,Res32,,0.01964063748,104,11.05,1.79,14.19,3.62,6.37
9.526,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,12.47019958,0.080191178,P100,Res32,,0.01964063748,104,11.05,1.79,14.19,3.62,6.37
9.526,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,12.27346516,0.081476583,P100,Res32,,0.01964063748,104,11.05,1.79,14.19,3.62,6.37
9.526,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,12.28455067,0.081403059,P100,Res32,,0.01964063748,104,11.05,1.79,14.19,3.62,6.37
9.526,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,12.87725353,0.077656311,P100,Res32,,0.01964063748,104,11.05,1.79,14.19,3.62,6.37
9.526,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,11.91117954,0.083954742,P100,Res32,,0.01964063748,104,11.05,1.79,14.19,3.62,6.37
9.526,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,11.25314617,0.088864037,P100,Res32,,0.01964063748,104,11.05,1.79,14.19,3.62,6.37
9.526,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,12.20932961,0.081904579,P100,Res32,,0.01964063748,104,11.05,1.79,14.19,3.62,6.37
9.526,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,12.12560272,0.082470127,P100,Res32,,0.01964063748,104,11.05,1.79,14.19,3.62,6.37
9.526,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,12.18453312,0.082071261,P100,Res32,,0.01964063748,104,11.05,1.79,14.19,3.62,6.37
9.526,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,12.01950645,0.083198092,P100,Res32,,0.01964063748,104,11.05,1.79,14.19,3.62,6.37
9.526,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,12.04952717,0.082990808,P100,Res32,,0.01964063748,104,11.05,1.79,14.19,3.62,6.37
9.526,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,12.24032784,0.081697158,P100,Res32,,0.01964063748,104,11.05,1.79,14.19,3.62,6.37
9.526,1,22864820174,0.3,0.462785686,5.0625,26204362,2.027602196,0.49319339,P100,shakebig,,0.4249134031,216,22.44,4.01,200.01,7.54,14.43
9.526,1,22864820174,0.3,0.462785686,5.0625,26204362,1.95513618,0.511473324,P100,shakebig,,0.4249134031,216,22.44,4.01,200.01,7.54,14.43
9.526,1,22864820174,0.3,0.462785686,5.0625,26204362,2.050427675,0.487703132,P100,shakebig,,0.4249134031,216,22.44,4.01,200.01,7.54,14.43
9.526,1,22864820174,0.3,0.462785686,5.0625,26204362,2.041935921,0.489731333,P100,shakebig,,0.4249134031,216,22.44,4.01,200.01,7.54,14.43
9.526,1,22864820174,0.3,0.462785686,5.0625,26204362,2.030066967,0.492594587,P100,shakebig,,0.4249134031,216,22.44,4.01,200.01,7.54,14.43
9.526,1,22864820174,0.3,0.462785686,5.0625,26204362,2.038570404,0.49053984,P100,shakebig,,0.4249134031,216,22.44,4.01,200.01,7.54,14.43
9.526,1,22864820174,0.3,0.462785686,5.0625,26204362,2.032358408,0.492039197,P100,shakebig,,0.4249134031,216,22.44,4.01,200.01,7.54,14.43
9.526,1,22864820174,0.3,0.462785686,5.0625,26204362,1.980448008,0.504936255,P100,shakebig,,0.4249134031,216,22.44,4.01,200.01,7.54,14.43
9.526,1,22864820174,0.3,0.462785686,5.0625,26204362,2.099328041,0.476342897,P100,shakebig,,0.4249134031,216,22.44,4.01,200.01,7.54,14.43
9.526,1,22864820174,0.3,0.462785686,5.0625,26204362,2.072199345,0.482579054,P100,shakebig,,0.4249134031,216,22.44,4.01,200.01,7.54,14.43
9.526,1,22864820174,0.3,0.462785686,5.0625,26204362,2.011659622,0.497101989,P100,shakebig,,0.4249134031,216,22.44,4.01,200.01,7.54,14.43
9.526,1,22864820174,0.3,0.462785686,5.0625,26204362,2.023070812,0.494298071,P100,shakebig,,0.4249134031,216,22.44,4.01,200.01,7.54,14.43
9.526,1,22864820174,0.3,0.462785686,5.0625,26204362,2.030786514,0.492420052,P100,shakebig,,0.4249134031,216,22.44,4.01,200.01,7.54,14.43
9.526,0.08799394029,2587431950,0.3,0.05169243283,0.5625,2926986,6.91890192,0.144531605,P100,shakesmall,,0.03738980463,216,22.07,4.01,22.36,7.54,14.44
9.526,0.08799394029,2587431950,0.3,0.05169243283,0.5625,2926986,6.963926315,0.143597154,P100,shakesmall,,0.03738980463,216,22.07,4.01,22.36,7.54,14.44
9.526,0.08799394029,2587431950,0.3,0.05169243283,0.5625,2926986,6.905655384,0.144808848,P100,shakesmall,,0.03738980463,216,22.07,4.01,22.36,7.54,14.44
9.526,0.08799394029,2587431950,0.3,0.05169243283,0.5625,2926986,6.964015007,0.143595325,P100,shakesmall,,0.03738980463,216,22.07,4.01,22.36,7.54,14.44
9.526,0.08799394029,2587431950,0.3,0.05169243283,0.5625,2926986,6.982004642,0.143225342,P100,shakesmall,,0.03738980463,216,22.07,4.01,22.36,7.54,14.44
9.526,0.08799394029,2587431950,0.3,0.05169243283,0.5625,2926986,6.893562317,0.14506288,P100,shakesmall,,0.03738980463,216,22.07,4.01,22.36,7.54,14.44
9.526,0.08799394029,2587431950,0.3,0.05169243283,0.5625,2926986,6.298280716,0.158773488,P100,shakesmall,,0.03738980463,216,22.07,4.01,22.36,7.54,14.44
9.526,0.08799394029,2587431950,0.3,0.05169243283,0.5625,2926986,6.953882694,0.143804554,P100,shakesmall,,0.03738980463,216,22.07,4.01,22.36,7.54,14.44
9.526,0.08799394029,2587431950,0.3,0.05169243283,0.5625,2926986,6.969549179,0.143481303,P100,shakesmall,,0.03738980463,216,22.07,4.01,22.36,7.54,14.44
9.526,0.08799394029,2587431950,0.3,0.05169243283,0.5625,2926986,6.979319096,0.143280453,P100,shakesmall,,0.03738980463,216,22.07,4.01,22.36,7.54,14.44
9.526,0.08799394029,2587431950,0.3,0.05169243283,0.5625,2926986,6.938715935,0.144118884,P100,shakesmall,,0.03738980463,216,22.07,4.01,22.36,7.54,14.44
9.526,0.08799394029,2587431950,0.3,0.05169243283,0.5625,2926986,7.001696587,0.142822527,P100,shakesmall,,0.03738980463,216,22.07,4.01,22.36,7.54,14.44
9.526,0.08799394029,2587431950,0.3,0.05169243283,0.5625,2926986,6.974262714,0.143384332,P100,shakesmall,,0.03738980463,216,22.07,4.01,22.36,7.54,14.44
9.526,0.01030535117,860117021,0.3,0.06541750508,0.5625,1063226,17.46511078,0.057257009,P100,custom1,,0.004378881836,62,6.71,1.13,8.12,2.33,4.05
9.526,0.01030535117,860117021,0.3,0.06541750508,0.5625,1063226,17.19662857,0.058150933,P100,custom1,,0.004378881836,62,6.71,1.13,8.12,2.33,4.05
9.526,0.01030535117,860117021,0.3,0.06541750508,0.5625,1063226,17.10903358,0.058448655,P100,custom1,,0.004378881836,62,6.71,1.13,8.12,2.33,4.05
9.526,0.01030535117,860117021,0.3,0.06541750508,0.5625,1063226,17.03313065,0.058709113,P100,custom1,,0.004378881836,62,6.71,1.13,8.12,2.33,4.05
9.526,0.01030535117,860117021,0.3,0.06541750508,0.5625,1063226,16.69219208,0.059908249,P100,custom1,,0.004378881836,62,6.71,1.13,8.12,2.33,4.05
9.526,0.01030535117,860117021,0.3,0.06541750508,0.5625,1063226,17.09203911,0.05850677,P100,custom1,,0.004378881836,62,6.71,1.13,8.12,2.33,4.05
9.526,0.01030535117,860117021,0.3,0.06541750508,0.5625,1063226,16.72221756,0.059800681,P100,custom1,,0.004378881836,62,6.71,1.13,8.12,2.33,4.05
9.526,0.01030535117,860117021,0.3,0.06541750508,0.5625,1063226,17.27558136,0.057885172,P100,custom1,,0.004378881836,62,6.71,1.13,8.12,2.33,4.05
9.526,0.01030535117,860117021,0.3,0.06541750508,0.5625,1063226,17.33407211,0.057689849,P100,custom1,,0.004378881836,62,6.71,1.13,8.12,2.33,4.05
9.526,0.01030535117,860117021,0.3,0.06541750508,0.5625,1063226,17.60160637,0.056812996,P100,custom1,,0.004378881836,62,6.71,1.13,8.12,2.33,4.05
9.526,0.01030535117,860117021,0.3,0.06541750508,0.5625,1063226,17.43299484,0.05736249,P100,custom1,,0.004378881836,62,6.71,1.13,8.12,2.33,4.05
9.526,0.01030535117,860117021,0.3,0.06541750508,0.5625,1063226,17.32820511,0.057709382,P100,custom1,,0.004378881836,62,6.71,1.13,8.12,2.33,4.05
9.526,0.01030535117,860117021,0.3,0.06541750508,0.5625,1063226,17.21022606,0.058104989,P100,custom1,,0.004378881836,62,6.71,1.13,8.12,2.33,4.05
9.526,0.02054172205,1087710757,0.3,0.06243700595,0.5625,1211194,14.59385967,0.068521969,P100,custom2,,0.008728453023,74,7.9,1.31,9.25,2.69,4.7
9.526,0.02054172205,1087710757,0.3,0.06243700595,0.5625,1211194,14.57462025,0.068612422,P100,custom2,,0.008728453023,74,7.9,1.31,9.25,2.69,4.7
9.526,0.02054172205,1087710757,0.3,0.06243700595,0.5625,1211194,14.20072269,0.070418951,P100,custom2,,0.008728453023,74,7.9,1.31,9.25,2.69,4.7
9.526,0.02054172205,1087710757,0.3,0.06243700595,0.5625,1211194,14.58305645,0.068572731,P100,custom2,,0.008728453023,74,7.9,1.31,9.25,2.69,4.7
9.526,0.02054172205,1087710757,0.3,0.06243700595,0.5625,1211194,14.77654266,0.067674829,P100,custom2,,0.008728453023,74,7.9,1.31,9.25,2.69,4.7
9.526,0.02054172205,1087710757,0.3,0.06243700595,0.5625,1211194,14.71612453,0.067952673,P100,custom2,,0.008728453023,74,7.9,1.31,9.25,2.69,4.7
9.526,0.02054172205,1087710757,0.3,0.06243700595,0.5625,1211194,14.61269665,0.068433638,P100,custom2,,0.008728453023,74,7.9,1.31,9.25,2.69,4.7
9.526,0.02054172205,1087710757,0.3,0.06243700595,0.5625,1211194,14.30917931,0.06988521,P100,custom2,,0.008728453023,74,7.9,1.31,9.25,2.69,4.7
9.526,0.02054172205,1087710757,0.3,0.06243700595,0.5625,1211194,14.33976746,0.069736138,P100,custom2,,0.008728453023,74,7.9,1.31,9.25,2.69,4.7
9.526,0.02054172205,1087710757,0.3,0.06243700595,0.5625,1211194,14.34857082,0.069693352,P100,custom2,,0.008728453023,74,7.9,1.31,9.25,2.69,4.7
9.526,0.02054172205,1087710757,0.3,0.06243700595,0.5625,1211194,14.42355633,0.069331029,P100,custom2,,0.008728453023,74,7.9,1.31,9.25,2.69,4.7
9.526,0.02054172205,1087710757,0.3,0.06243700595,0.5625,1211194,14.71473122,0.067959107,P100,custom2,,0.008728453023,74,7.9,1.31,9.25,2.69,4.7
9.526,0.02054172205,1087710757,0.3,0.06243700595,0.5625,1211194,14.56028366,0.068679981,P100,custom2,,0.008728453023,74,7.9,1.31,9.25,2.69,4.7
9.526,0.04099848816,1542543029,0.3,0.05650835621,0.5625,1451706,11.79740524,0.084764402,P100,custom3,,0.01742080713,98,10.41,1.68,11.09,3.42,6
9.526,0.04099848816,1542543029,0.3,0.05650835621,0.5625,1451706,11.58290577,0.086334122,P100,custom3,,0.01742080713,98,10.41,1.68,11.09,3.42,6
9.526,0.04099848816,1542543029,0.3,0.05650835621,0.5625,1451706,11.60806561,0.086146998,P100,custom3,,0.01742080713,98,10.41,1.68,11.09,3.42,6
9.526,0.04099848816,1542543029,0.3,0.05650835621,0.5625,1451706,11.7188673,0.085332479,P100,custom3,,0.01742080713,98,10.41,1.68,11.09,3.42,6
9.526,0.04099848816,1542543029,0.3,0.05650835621,0.5625,1451706,11.61792374,0.086073899,P100,custom3,,0.01742080713,98,10.41,1.68,11.09,3.42,6
9.526,0.04099848816,1542543029,0.3,0.05650835621,0.5625,1451706,11.62123966,0.08604934,P100,custom3,,0.01742080713,98,10.41,1.68,11.09,3.42,6
9.526,0.04099848816,1542543029,0.3,0.05650835621,0.5625,1451706,11.66220188,0.085747101,P100,custom3,,0.01742080713,98,10.41,1.68,11.09,3.42,6
9.526,0.04099848816,1542543029,0.3,0.05650835621,0.5625,1451706,11.78188896,0.084876033,P100,custom3,,0.01742080713,98,10.41,1.68,11.09,3.42,6
9.526,0.04099848816,1542543029,0.3,0.05650835621,0.5625,1451706,11.6306715,0.085979558,P100,custom3,,0.01742080713,98,10.41,1.68,11.09,3.42,6
9.526,0.04099848816,1542543029,0.3,0.05650835621,0.5625,1451706,11.78413296,0.084859871,P100,custom3,,0.01742080713,98,10.41,1.68,11.09,3.42,6
9.526,0.04099848816,1542543029,0.3,0.05650835621,0.5625,1451706,11.85632992,0.084343132,P100,custom3,,0.01742080713,98,10.41,1.68,11.09,3.42,6
9.526,0.04099848816,1542543029,0.3,0.05650835621,0.5625,1451706,10.91746521,0.091596353,P100,custom3,,0.01742080713,98,10.41,1.68,11.09,3.42,6
9.526,0.04099848816,1542543029,0.3,0.05650835621,0.5625,1451706,11.87290573,0.08422538,P100,custom3,,0.01742080713,98,10.41,1.68,11.09,3.42,6
9.526,0.07703780477,2343835089,0.3,0.07176148551,0.5625,2633658,8.31135273,0.120317358,P100,custom4,,0.0327343958,140,14.82,2.32,20.12,4.69,8.27
9.526,0.07703780477,2343835089,0.3,0.07176148551,0.5625,2633658,8.417821884,0.118795576,P100,custom4,,0.0327343958,140,14.82,2.32,20.12,4.69,8.27
9.526,0.07703780477,2343835089,0.3,0.07176148551,0.5625,2633658,8.439863205,0.118485333,P100,custom4,,0.0327343958,140,14.82,2.32,20.12,4.69,8.27
9.526,0.07703780477,2343835089,0.3,0.07176148551,0.5625,2633658,8.523361206,0.117324607,P100,custom4,,0.0327343958,140,14.82,2.32,20.12,4.69,8.27
9.526,0.07703780477,2343835089,0.3,0.07176148551,0.5625,2633658,8.519062996,0.117383802,P100,custom4,,0.0327343958,140,14.82,2.32,20.12,4.69,8.27
9.526,0.07703780477,2343835089,0.3,0.07176148551,0.5625,2633658,8.542740822,0.11705845,P100,custom4,,0.0327343958,140,14.82,2.32,20.12,4.69,8.27
9.526,0.07703780477,2343835089,0.3,0.07176148551,0.5625,2633658,8.37704277,0.119373868,P100,custom4,,0.0327343958,140,14.82,2.32,20.12,4.69,8.27
