Provisioning,Staging,Booting
1.812897949,26.67354614,36.17266797
1.937383057,32.03233398,34.85794019
1.807059082,25.94516089,40.53778491
2.047966064,30.08232593,39.93727905
1.670842773,27.2080481,41.13500293
2.047499756,29.797927,40.83294287
2.237276855,25.49809302,35.01150293
1.969125977,26.82973975,40.21397705
1.712931885,32.38173291,40.18815991
