Provisioning,Staging,Booting
2.438708008,48.49868213,39.56048389
2.186536133,49.15001807,39.50645703
2.021591064,45.30436914,39.30928882
2.370496094,49.66643311,41.84520093
2.121220947,50.78687109,39.62409082
2.054056152,48.13567212,41.33671777
2.253816895,47.86939771,39.85232129
1.943590088,45.46703979,39.79834277
