Provisioning,Staging,Booting
2.048347168,42.29175513,40.72593115
1.820541992,39.93565112,40.75466309
2.093112061,47.28428198,41.30245288
1.954113037,43.24793921,39.85251367
1.880481934,41.13029395,39.69185718
2.05271582,44.29341016,40.88585791
2.052124023,43.25357715,39.66541504
2.081350098,42.68430615,39.42850757
1.909808838,47.24329614,39.6129812
2.157589111,43.82123999,41.0277041
