Provisioning,Staging,Booting
1.689984131,38.86359595,33.83902808
1.646144775,41.86048706,35.35066382
1.950898926,41.50508496,35.7098562
1.820660156,41.55591187,35.20297485
1.411674072,41.60787891,37.18944507
1.358647949,40.61732104,41.82466064
1.608173096,41.84599585,35.45455908
1.712128174,40.38052808,35.11261597
1.520241943,39.73720093,41.74134082
1.227669922,39.63243091,40.53146118
1.435122803,43.79487305,40.47391992
1.536391846,44.74859912,40.32368384
