Wall time,Step,Value,Step Time
1563842395,101,10.98574257,
1563842403,201,12.43356609,0.080427449
1563842411,301,11.8321228,0.084515688
1563842419,401,12.41539383,0.080545169
1563842428,501,12.28012466,0.081432398
1563842436,601,12.3795948,0.080778088
1563842444,701,12.27370358,0.081475
1563842452,801,12.32835388,0.08111383
1563842460,901,12.25423717,0.081604427
1563842468,1001,12.29245377,0.081350723
1563842476,1101,12.29221249,0.08135232
1563842485,1201,11.28910351,0.088580993
1563842493,1301,12.18747902,0.082051423
1563842501,1401,12.34473801,0.081006174
1563842510,1501,12.23857307,0.081708872
1563842518,1601,11.42779255,0.087505964
1563842527,1701,11.74398613,0.085149964
1563842535,1801,12.32475662,0.081137505
1563842543,1901,12.31658936,0.081191308
1563842551,2001,12.27221107,0.081484909
1563842559,2101,12.39003849,0.080709999
1563842567,2201,12.39571285,0.080673053
1563842576,2301,12.31715679,0.081187568
1563842584,2401,12.26378918,0.081540867
1563842592,2501,12.33742237,0.081054208
1563842600,2601,12.37639523,0.080798971
1563842610,2701,10.27975655,0.097278568
1563842618,2801,12.21882534,0.081840928
1563842626,2901,12.39523029,0.080676194
1563842634,3001,12.23474789,0.081734418
1563842642,3101,12.36056805,0.080902431
1563842650,3201,12.37166691,0.080829852
1563842658,3301,12.4379549,0.080399069
1563842666,3401,12.45622444,0.080281148
1563842674,3501,12.16543388,0.08220011
1563842683,3601,12.42124557,0.080507224
1563842691,3701,12.36519909,0.080872131
1563842699,3801,12.26812935,0.08151202
1563842707,3901,12.31132412,0.081226031
,,12.19194247,0.082122026
,,0.407582139,0.003097062
