Wall time,Step,Value
1568074774.276613,101,11.628915786743164
1568074782.226377,202,12.70474624633789
1568074788.617667,305,16.11570930480957
1568074792.318288,407,27.562881469726562
1568074795.235808,511,35.646873474121094
1568074797.868137,614,39.128623962402344
1568074800.410051,716,40.128108978271484
1568074802.838264,818,42.00519561767578
1568074805.241685,924,44.10418701171875
1568074807.574835,1027,44.1459846496582
1568074809.828746,1130,45.698570251464844
1568074812.163318,1236,45.404449462890625
1568074814.451738,1340,45.44662094116211
1568074816.698733,1442,45.394805908203125
1568074818.989564,1548,46.2705078125
1568074821.309199,1653,45.26546859741211
1568074823.525282,1754,45.57597351074219
1568074825.717536,1857,46.98371124267578
1568074827.966755,1957,44.459346771240234
1568074830.239787,2060,45.31446075439453
1568074832.476591,2162,45.60055160522461
1568074834.684146,2264,46.2050895690918
1568074836.861715,2365,46.381980895996094
1568074839.095258,2470,47.01068115234375
1568074841.326767,2574,46.604732513427734
1568074843.596527,2680,46.700931549072266
1568074845.805042,2784,47.09087371826172
1568074848.065535,2891,47.33465576171875
1568074850.286435,2995,46.82805252075195
1568074852.454547,3097,47.04623794555664
1568074854.696723,3203,47.27440643310547
1568074856.938617,3308,46.83558654785156
1568074859.203589,3414,46.79971694946289
1568074861.40899,3518,47.15705871582031
1568074863.775399,3624,44.79332733154297
1568074865.973566,3728,47.31275177001953
1568074868.218048,3833,46.780853271484375
1568074870.458258,3936,45.97832489013672
1568074872.668512,4039,46.601318359375
1568074874.871685,4143,47.20361328125
1568074877.137709,4249,46.77803039550781
1568074879.393618,4355,46.98823165893555
1568074881.570475,4456,46.396846771240234
1568074883.785459,4561,47.40483093261719
1568074885.947261,4663,47.18264389038086
1568074888.174902,4768,47.134552001953125
1568074890.381895,4873,47.57695388793945
1568074892.588164,4976,46.684959411621094
1568074894.798996,5080,47.040496826171875
1568074897.031203,5187,47.93565368652344
1568074899.28469,5292,46.593421936035156
1568074901.504636,5398,47.74970245361328
1568074903.724859,5501,46.391048431396484
1568074905.856382,5603,47.853736877441406
1568074908.079694,5708,47.22660446166992
1568074910.338496,5814,46.927825927734375
1568074912.575629,5918,46.48784255981445
1568074914.785975,6023,47.503849029541016
1568074917.020846,6129,47.42962646484375
1568074919.266928,6235,47.19400405883789
1568074921.484667,6341,47.79679489135742
1568074923.736414,6448,47.51768493652344
1568074925.970723,6553,46.99458694458008
1568074928.153625,6656,47.18573760986328
1568074930.444068,6764,47.152225494384766
1568074932.688919,6871,47.66401672363281
1568074934.939914,6977,47.09066390991211
1568074937.105973,7079,47.089454650878906
1568074939.249842,7183,48.51203155517578
1568074941.464685,7289,47.858036041259766
1568074943.724697,7396,47.345237731933594
1568074945.978539,7502,47.02980041503906
1568074948.237246,7608,46.93096160888672
1568074950.47106,7714,47.45220184326172
1568074952.711392,7820,47.31319046020508
1568074954.892985,7922,46.755489349365234
1568074957.152272,8029,47.360137939453125
1568074959.374593,8133,46.79774856567383
1568074961.590428,8236,46.48358917236328
1568074963.827171,8340,46.496360778808594
1568074966.079801,8447,47.50018310546875
1568074968.335773,8553,46.98569107055664
1568074970.581932,8658,46.74642562866211
1568074972.841565,8761,45.58318328857422
1568074975.028277,8865,47.559906005859375
1568074977.244032,8968,46.48494338989258
1568074979.525173,9075,46.906639099121094
1568074981.810544,9183,47.256622314453125
1568074984.143669,9287,44.57560348510742
1568074986.377393,9393,47.45415115356445
1568074988.666121,9498,45.876991271972656
1568074990.906831,9604,47.30638885498047
1568074993.075214,9706,47.040897369384766
1568074995.299251,9811,47.21046829223633
1568074997.577944,9917,46.5178108215332
